% Model:              Sph.mph
% Version:            COMSOL 6.1.0.282
% Date:               Jan 27 2025, 17:23
% Dimension:          3
% Nodes:              8372
% Expressions:        3
% Description:        magnetization deviation, X component, magnetization deviation, Y component, magnetization deviation, Z component
% Length unit:        nm
% x                       y                        z                        dm2X (1) @ lambda=2E-9                            dm2Y (1) @ lambda=2E-9                            dm2Z (1) @ lambda=2E-9
5.025438451525155E-8      2.9509336141581985E-7    -1.8731396268536962E-7   0.031040421339497137+0.012113791852528581i        0.012113791852515264-0.031040421339488335i        0
6.404613892666806E-8      2.898802701973195E-7     -2.243668612874252E-7    0.03104041833894127+0.012113790681535756i         0.012113790681522494-0.031040418338932414i        0
8.77316484076082E-8       3.029515626116114E-7     -2.243008339045964E-7    0.031040418336591536+0.01211379068061881i         0.012113790680605465-0.031040418336582734i        0
1.0617310264355023E-7     2.793420682391964E-7     -2.4637386781449285E-7   0.031040416708606137+0.012113790045283523i        0.012113790045270259-0.031040416708597446i        0
1.0826402903913473E-7     2.1761532707849865E-7    -2.9733847878973516E-7   0.031040412868876405+0.01211378854679582i         0.012113788546782587-0.031040412868867603i        0
9.088088176698549E-8      2.625547296842674E-7     -2.6930441972635876E-7   0.031040414862123753+0.012113789324677831i        0.01211378932466457-0.031040414862115007i         0
9.870578084362379E-8      2.346322841155788E-7     -2.726692492277647E-7    0.03104041478104823+0.012113789293037497i         0.012113789293024205-0.031040414781039537i        0
9.070929416231883E-8      1.99208452617791E-7      -3.153412497241341E-7    0.031040411434523338+0.012113787987027273i        0.012113787987013954-0.031040411434514536i        0
1.172800331321002E-7      1.3493237021947936E-7    2.0821919734947857E-8    0.031040439823478656+0.012113799066061637i        0.012113799066048318-0.031040439823469858i        0
8.283116778308917E-8      1.6676278609767427E-7    3.477829119691098E-8     0.031040440676726726+0.012113799399049007i        0.012113799399035743-0.031040440676717927i        0
1.1027147924897514E-7     1.1168268826189936E-7    5.16283779651332E-8      0.0310404425038764+0.012113800112110013i          0.012113800112096668-0.031040442503867654i        0
9.987907423988555E-8      1.5806700713269373E-7    1.8909060500027272E-8    0.031040439466508626+0.012113798926750977i        0.01211379892673763-0.03104043946649988i          0
9.237249277667284E-8      1.5204159338007479E-7    5.56685645271774E-8      0.03104044253224461+0.012113800123180911i         0.012113800123167538-0.031040442532235753i        0
1.1332151316597314E-7     1.372884056066123E-7     4.626354585083191E-8     0.03104044190849641+0.01211379987975777i          0.012113799879744452-0.03104044190848755i         0
8.492217622404068E-8      1.1721522344010619E-7    7.020617755166563E-8     0.031040443932852754+0.012113800669780303i        0.01211380066976693-0.031040443932844008i         0
7.357884037306104E-8      1.3761455916161322E-7    6.374155488197148E-8     0.03104044323388429+0.012113800397001837i         0.012113800396988492-0.03104044323387549i         0
1.317820001793733E-7      1.4707959132999558E-7    -1.3187630021622857E-7   0.031040427116891568+0.012113794107206487i        0.012113794107193198-0.0310404271168826i          0
1.2218406181714697E-7     1.717619468236338E-7     -2.0333312282636045E-7   0.031040421001451542+0.012113791720603367i        0.012113791720590104-0.031040421001442685i        0
1.3239653360208483E-7     1.897322746002471E-7     -1.6178750234199134E-7   0.031040424370080852+0.012113793035239956i        0.012113793035226667-0.031040424370072105i        0
1.360864665524845E-7      1.7603065411648483E-7    -1.8049699950879366E-7   0.031040422913759712+0.012113792466898157i        0.012113792466884868-0.03104042291375102i         0
1.2652107142419057E-7     1.761811038161269E-7     -1.4024345118801936E-7   0.0310404262246792+0.012113793759013005i          0.01211379375899966-0.031040426224670452i         0
1.63091550208007E-7       1.4559428768552828E-7    -1.9978250212350307E-7   0.031040421586311456+0.01211379194885001i         0.012113791948836775-0.031040421586302765i        0
1.2379752892612858E-7     1.4261545309767556E-7    -2.0570357344311273E-7   0.03104042099124769+0.012113791716621313i         0.012113791716607996-0.03104042099123889i         0
1.7668458887215394E-7     1.211614472202658E-7     -2.4076049093776703E-7   0.03104041837902849+0.012113790697180186i         0.012113790697166924-0.031040418379019632i        0
1.376999336614661E-7      1.4688416039052656E-7    -1.8286745012554594E-7   0.031040422903555038+0.012113792462915666i        0.012113792462902374-0.031040422903546236i        0
1.8348742940620715E-7     1.1060910059047816E-7    -2.2525608082563447E-7   0.0310404197529701+0.012113791233372858i          0.012113791233359483-0.031040419752961353i        0
1.7470953979179923E-7     1.2684623841451284E-7    -1.9624388675925532E-7   0.03104042203294821+0.01211379212315385i          0.01211379212314053-0.031040422032939354i         0
1.6431731372348708E-7     1.3991769845571184E-7    -2.3001460419194694E-7   0.03104041911581487+0.012113790984717456i         0.012113790984704168-0.031040419115806014i        0
1.4173127781516422E-7     1.414385468863645E-7     -2.3208568367384623E-7   0.031040418864237914+0.012113790886537374i        0.012113790886524027-0.031040418864229057i        0
1.4063733223809715E-7     1.2608694102209491E-7    -2.481866718350513E-7    0.031040417619872918+0.012113790400913123i        0.01211379040089975-0.03104041761986406i          0
1.579157165741438E-7      9.575331605363655E-8     -2.489226288405272E-7    0.03104041780142006+0.012113790471763598i         0.012113790471750197-0.031040417801411313i        0
1.6331762658784259E-7     1.1411851049091125E-7    -2.5436274258386357E-7   0.031040417252200872+0.01211379025742601i         0.012113790257412636-0.03104041725219196i         0
1.7062765173500317E-7     9.23568726468907E-8      -2.2928302531507446E-7   0.03104041949242164+0.012113791131691466i         0.01211379113167812-0.031040419492412784i         0
1.690735705739208E-7      1.142314535363921E-7     -1.3946068858051693E-7   0.031040426807776324+0.012113793986571648i        0.01211379398655833-0.031040426807767467i         0
1.450862667157066E-7      1.2595250441306027E-7    -1.4286749057198391E-7   0.03104042637742209+0.012113793818622253i         0.01211379381860888-0.031040426377413232i         0
1.7912056435292998E-7     1.1088329626774571E-7    -1.6299872135486232E-7   0.031040424905881846+0.012113793244340983i        0.012113793244327582-0.0310404249058731i          0
1.613991799323842E-7      1.1283329682012101E-7    -1.7687652159002786E-7   0.031040423686630007+0.01211379276851737i         0.012113792768504108-0.03104042368662126i         0
1.366625905092954E-7      1.2456254966121976E-7    -1.659988214714269E-7    0.031040424439698344+0.01211379306240875i         0.012113793062395461-0.03104042443968932i         0
1.9042202232423093E-7     8.258281762569482E-8     -1.7320491333473117E-7   0.031040424270039363+0.012113792996197975i        0.01211379299618463-0.031040424270030672i         0
1.7587251353958967E-7     9.601292145172817E-8     -1.2576497853513227E-7   0.03104042807931453+0.012113794482800366i         0.012113794482787047-0.031040428079305727i        0
1.9088022895808792E-7     8.196239569096574E-8     -5.819807655111268E-8    0.031040433822420187+0.012113796724096907i        0.012113796724083562-0.031040433822411274i        0
1.8461933842369827E-7     1.0140267345880437E-7    -3.6820704158187414E-8   0.031040435456473975+0.012113797361800332i        0.01211379736178704-0.03104043545646495i          0
1.9216563545331732E-7     8.050508698568552E-8     -3.693260024239752E-8    0.03104043560080874+0.012113797418128222i         0.012113797418115017-0.031040435600799828i        0
1.4933677127414915E-7     1.0992512924596691E-7    -2.1225550473397863E-8   0.031040436588362877+0.012113797803529926i        0.012113797803516579-0.03104043658835391i         0
1.698668594701768E-7      1.0193233687182019E-7    -7.221075719410771E-8    0.03104043246949335+0.012113796196105487i         0.012113796196092198-0.031040432469484604i        0
1.833339319284689E-7      1.0285998216408461E-7    -5.8086180466902586E-8   0.031040433678085913+0.012113796667769152i        0.012113796667755835-0.03104043367807711i         0
1.6724644518121673E-7     9.877384320251926E-8     -1.9777886901093214E-8   0.03104043683365025+0.012113797899255308i         0.012113797899242018-0.03104043683364145i         0
1.1184703475769399E-7     1.6754184892094548E-7    -7.913745986545713E-8    0.03104043130550961+0.01211379574185081i          0.01211379574183749-0.031040431305500753i         0
1.4394488384420402E-7     1.1496626951420344E-7    -4.3139413793419735E-8   0.03104043472106622+0.012113797074801253i         0.012113797074787935-0.03104043472105753i         0
1.2898265010018845E-7     1.4751220811340272E-7    -9.336413426376407E-8    0.03104043030252025+0.012113795350425585i         0.01211379535041224-0.031040430302511336i         0
1.4016921097241615E-7     1.4183092695315418E-7    -5.022206532687815E-8    0.031040433954032682+0.012113796775459769i        0.012113796775446451-0.03104043395402388i         0
1.5804374666456716E-7     1.4751161444328933E-7    -6.764852558612648E-8    0.031040432527557196+0.012113796218765445i        0.012113796218752155-0.031040432527548394i        0
1.5175181856089743E-7     1.1061004566974223E-7    -6.784259575718085E-8    0.03104043272176705+0.01211379629455755i          0.012113796294544232-0.031040432721758302i        0
1.5496285656893304E-7     1.4334375125800154E-7    -8.687058343053256E-8    0.031040430948261373+0.012113795602431695i        0.01211379560241835-0.031040430948252682i         0
1.6421659444422117E-7     1.29157078800688E-7      -7.543648740053498E-8    0.031040432014567836+0.012113796018566941i        0.012113796018553596-0.031040432014559034i        0
1.1995270553428763E-7     1.576927045754091E-7     -5.521744877297728E-8    0.031040433377726724+0.012113796550551417i        0.012113796550538125-0.031040433377717756i        0
1.246317738448234E-7      8.00204259177829E-8      3.8998806679909636E-8    0.031040441697305302+0.01211379979733867i         0.012113799797325298-0.031040441697296445i        0
1.0749917574003392E-7     9.605234009056956E-8     2.7656163375147377E-8    0.031040440602615908+0.01211379937012666i         0.012113799370113313-0.03104044060260705i         0
1.317181229867534E-7      9.683917712094342E-8     -1.4275014828144577E-8   0.03104043719212188+0.012113798039151967i         0.01211379803913865-0.03104043719211297i          0
1.1320374634585069E-7     1.0775589684709606E-7    5.32231000856951E-9      0.031040438693429068+0.012113798625050024i        0.012113798625036736-0.03104043869342021i         0
1.2632623555680833E-7     1.0188031738917994E-7    -3.618887814816646E-8    0.031040435324824107+0.01211379731042296i         0.012113797310409614-0.031040435324815083i        0
9.53537934754335E-8       1.579111140203969E-7     -6.959645237898376E-8    0.031040432106286164+0.012113796054360849i        0.01211379605434753-0.031040432106277306i         0
9.444347806812568E-8      1.1818088255316957E-7    -8.516114674847974E-9    0.0310404374214268+0.012113798128640225i          0.012113798128626882-0.031040437421418i           0
7.537051534850109E-8      1.7416037234401562E-7    -6.999137353537558E-8    0.0310404319101907+0.012113795977832817i          0.012113795977819471-0.0310404319101819i          0
1.0605732140275995E-7     1.1911423992758214E-7    -3.373052219515151E-8    0.031040435358568617+0.012113797323592069i        0.01211379732357875-0.03104043535855987i          0
1.0345946425202717E-7     1.4806196967486054E-7    -4.567644128650393E-8    0.031040434178501837+0.012113796863060761i        0.012113796863047442-0.03104043417849287i         0
9.145039278975759E-8      1.661554663198384E-7     -2.5675437201402634E-8   0.031040435688828406+0.012113797452478745i        0.012113797452465425-0.031040435688819548i        0
8.767445658348319E-8      1.4853242344209884E-7    -5.434173415128563E-9    0.03104043746716802+0.012113798146491231i         0.012113798146477886-0.031040437467159385i        0
2.1176044851286542E-7     -7.400194542576781E-8    -5.899877889264721E-9    0.031040439200285864+0.012113798822855324i        0.012113798822841977-0.031040439200277062i        0
2.2573149315392623E-7     -5.7616325717086015E-8   -1.6763114267837624E-8   0.03104043823983431+0.012113798448030804i         0.012113798448017458-0.031040438239825285i        0
